-108.99736,80.76631,-7.4014096,36.45456,-10.697127,17.279083,-17.733528,8.400821,-15.160897,3.1074913,-18.559036,10.223183,-15.0876045,-1.210081,-19.157753,-1.8451616,-12.46387,-3.441595,-17.397144,-7.221895,-17.550858,-7.5058093,-16.555033,-7.2424083,-13.212759,-3.0097485,-4.3633804,-4.0449157,-10.340003,-6.5310388,-1.9171251,2.6032865,-3.4294333,-4.2618217,-5.764769,-1.887822,0.15508619,2.8265545,4.2172623,1.8669642,-4.158175,-5.28427,-3.523982,-4.7164593,-3.6719074,1.4624373,4.0618176,4.617277,-2.0628593,-9.447621,-1.3423585,3.620234,2.4740295,-2.0670507,-5.6689215,-3.0493536,1.1131356,2.0528693,-1.0530359,-0.43533045,9.177034,4.8877916,-0.2523712,-1.6842738
-188.85858,100.13131,-25.833261,47.314194,-7.8833804,17.119825,-15.585294,-9.928078,-17.938324,-8.291852,-11.360884,-6.650468,-13.883589,-4.701987,-11.441299,-9.883068,-14.766764,1.7267804,-1.3138899,0.01498,-17.814243,-9.1573105,-4.2946453,6.380964,-2.243036,1.7575387,-7.266087,-2.9699333,-0.047214586,-3.5857875,-8.343024,-7.4529877,8.844257,9.02155,5.0957003,3.2311525,-1.4903035,1.7439234,9.072748,-8.700669,-4.46396,1.5943621,-2.23835,-2.4513874,3.3660607,2.1491578,2.3919623,3.828678,-8.377586,1.3995491,17.205462,7.6861377,-0.81280667,-3.3831086,4.5956297,7.3907366,-3.3521013,-2.4169095,1.5549663,-0.5036371,-7.232106,-5.9256063,-2.8475783,-4.9412794
47.509277,98.8151,-34.03837,44.455906,-18.12339,17.151917,-17.633673,15.879109,-7.9022713,11.528651,-9.818727,12.362762,-16.598703,1.4897761,-12.546372,0.42347044,-15.113532,7.5790696,-4.3708653,1.4959453,-15.215306,0.8797508,-4.447108,0.48698208,-11.885436,-2.7489636,-9.589659,-3.193184,-6.255138,1.1185895,-5.9609933,0.054632515,-4.6957583,-1.7589086,-3.1507266,-4.7311096,-5.924006,-1.8196816,-2.8434482,-2.2343285,-2.1649609,-0.19777603,-1.6874284,0.11787574,-1.333652,-0.21683,-1.2574016,-1.0826907,-3.3646557,-3.5474613,-1.6983122,-0.06594605,2.3885314,-1.8333448,-1.761294,0.3598433,-2.3882139,-1.8070421,-0.7034464,-1.3994043,1.3312004,1.3977641,2.885502,-0.6963709
-219.21013,120.58223,-27.076029,55.697327,-0.22328588,5.9249787,-5.916263,1.9435254,-2.9418612,4.2069077,-7.9478555,0.0098626735,9.528055,3.1182816,-7.6129885,1.3134992,0.4538903,-0.13748866,-2.2837923,-2.0755491,-1.5727701,-3.6253645,-5.322472,1.6157234,4.4422245,-1.4286435,-6.496407,-4.0862546,-0.7266104,0.4528149,-2.25191,-3.1665208,-7.102811,-6.298222,2.8264098,-3.3043752,-3.460513,-0.544497,-0.09848557,-6.5632806,-7.820043,-3.2122314,-4.601834,-5.6554656,-1.6870449,-1.907213,2.0501666,-2.4746804,-7.6290984,-4.636693,-1.3704096,1.9685974,0.10929671,-3.5763323,-4.7351127,-3.059814,1.1913537,-0.12603953,1.3893038,1.6682044,-4.1759596,-0.8336694,-1.8702371,-3.2770433
-168.15475,112.31159,-19.430372,37.5106,-15.226953,7.7597723,-8.291878,-1.9197941,-11.999331,-3.6069348,-17.416891,3.0297782,-12.112877,-4.801537,-6.529735,3.1595027,-6.0209713,-2.3027382,-16.914198,-7.799524,-15.412564,-9.738518,-11.960777,-14.581079,-12.088126,-3.0110066,-3.771262,-1.6209148,-4.1955023,-5.628439,-5.4835463,-2.0811296,-2.5236232,-9.958989,-3.7857773,-5.823464,-6.6932535,-4.771127,0.2343003,2.8492568,2.0437765,7.0505543,2.0163445,-3.8911402,-0.6694367,2.3381827,3.5014758,9.189828,4.347217,-7.9910893,-12.533049,1.359601,6.021436,3.33515,0.5838176,-4.347362,-3.3281164,0.7376114,-3.2353213,-3.8246582,1.4503769,-3.7824588,-3.354164,-1.326868
-36.19472,46.03954,-37.314106,70.77779,8.806455,31.561422,-5.754725,25.003963,-12.176099,7.249648,-16.369072,11.377478,-18.412687,1.7067571,-12.566062,5.9478564,-8.158669,4.6362553,-8.648514,0.89354885,-10.070541,3.074845,-9.956781,-1.2752519,-7.206544,0.9358887,-4.7464294,-2.8675756,-5.9217286,-3.225626,-6.4885235,-1.5297993,-5.01548,-1.855521,-5.0474205,0.7515498,-2.080014,-1.1669941,-2.4495232,-3.3359132,-4.0601945,-4.280155,-2.8271394,-1.1828588,-0.9676769,0.40157577,-1.2524822,0.09090648,-1.1390946,-3.41255,-6.37991,-4.065964,-2.3798556,-0.092891134,-1.637776,-3.644893,-3.202718,-0.4922118,0.42467013,-0.48775426,-2.3590646,-1.4575722,-0.16414458,1.0658712
-174.86665,109.56741,-16.543386,9.912452,-20.648815,3.9949565,-14.016522,-2.0872655,-20.945229,-0.33755815,-15.293639,4.186305,-14.759706,-6.1355987,-13.625838,-5.374688,-12.980662,-4.9180326,-10.177668,-4.22294,-16.393288,-1.482917,-8.184373,-7.194553,-10.838647,-6.0707374,-9.080234,-7.606787,-7.941758,-4.219788,-6.999218,-8.04506,-7.8118114,-2.5907001,-1.5984055,-0.23368889,1.4191852,-0.1963959,0.8794937,2.7136106,3.504535,2.5816448,1.8910679,1.847367,1.6542966,2.4137292,4.4116707,4.3167043,2.4307148,-3.6067247,-1.0787991,1.2129366,3.2425008,1.520476,2.4234114,0.8102679,0.3016246,-0.40691438,-0.48646876,-1.1062698,-1.1467823,-2.7785585,-2.7303083,-4.3118534
-142.70047,72.038635,-2.5532227,35.4691,7.3410716,29.077108,-3.4233425,21.44814,-1.9622151,13.599795,-2.6564991,11.868967,-0.9037509,9.831232,-9.196138,9.812382,-2.5689259,7.413279,-9.507372,8.013332,-6.3785524,1.7945414,-2.5481446,3.0766952,-5.1598487,4.7947564,-7.245546,2.8402016,-1.413421,-0.027435822,-4.664485,-0.5485139,-2.929309,0.20249102,-2.564797,-0.42516768,-2.1881943,0.09732323,-2.4419231,0.99198544,-0.30079845,-2.4441278,-1.0902934,-0.91594744,-1.7538378,-1.6382052,-3.8483748,-3.6179397,-3.7479596,0.83563113,0.68009573,-1.0959376,-0.6767823,-1.4761893,-1.5809745,-0.030417185,-0.5235428,-0.9395634,-1.3030465,-1.5439134,-1.1314249,-1.7920555,-0.464424,-1.7327774
-105.85563,136.51602,-53.976265,31.19034,12.904328,3.1317694,-13.203306,8.996317,-13.879136,4.0952935,-3.0527258,16.079979,-13.682993,4.9401526,-7.9131923,3.189034,-7.366189,10.835253,-9.560391,-0.35674146,-6.3736467,2.5774693,-7.704478,0.66809475,-3.6829572,0.68249273,-2.9709702,-0.9817928,-7.6972823,-1.5357535,-6.2796617,-5.59263,-5.573487,2.2816074,1.3017257,3.6968777,4.003676,1.1641653,-6.5458646,-5.6525097,-2.4738097,-0.36569244,1.9713753,-4.0035863,-10.060006,-5.7014647,-1.5562913,3.127709,4.284322,-1.569099,-3.1689014,0.19352914,2.5841002,-1.7759839,-5.711443,-1.9445826,3.2827606,0.015233723,-7.8679533,-6.7495017,-1.6486771,0.09184077,-3.335014,-7.622479
0.1385076,112.256584,-24.40403,45.883373,-4.97905,13.690265,-10.9324665,19.175488,-4.4623976,13.159672,-5.2358828,9.425361,-9.749333,10.286573,-11.057566,4.8201213,-9.408158,3.031009,-5.7777534,5.0257225,-8.447129,3.5819323,-5.0942245,1.419374,-9.365338,-2.9148407,-8.623004,-0.5174115,-3.7796624,-4.2415504,-7.6187186,-1.7945231,-7.1046667,-4.689474,-2.3039384,-2.0902195,-5.588432,-2.611332,0.41166174,1.5421286,-2.0640986,-0.84853595,-3.1584578,-1.9023231,-2.031062,-3.5598276,-2.5730238,-3.0709696,-1.9225566,-1.0099393,-3.9403462,-3.723526,-2.0869572,2.3037121,0.2892502,-3.5909226,-0.80976385,-1.0610222,-2.8285086,-1.1063945,-1.8853114,-1.205128,1.0988839,-1.0235438
-41.996983,41.95429,-46.47806,69.30145,-1.3545741,27.296007,-7.787073,24.77847,-6.730558,9.084108,-11.823936,13.024173,-16.63493,4.5718246,-8.542117,6.664623,-11.685216,1.2748884,-11.411784,-6.456363,-14.876791,5.989694,-2.9813352,2.8680005,-5.735157,-0.84550416,-5.445549,-7.142173,-10.026613,-2.3926044,-3.513544,-1.2499379,-5.4439025,-2.1673567,-3.2572656,1.757959,-3.9391384,-6.9305773,-5.0760317,-2.6126635,-4.498444,-6.9514985,-5.124767,-2.966236,0.9473927,0.18142717,0.4901664,2.5199091,0.19536328,-5.498176,-9.663441,-5.0171013,-5.8424344,-3.1759646,-2.5621982,-2.847414,-1.7168579,-0.076280564,0.624319,1.0902863,-2.4503202,-1.3637319,0.84999204,-0.26780543
21.620707,114.9207,-26.383303,41.49473,-5.7318883,15.90684,-9.756264,16.456701,-8.789049,10.6887865,-4.1715236,14.792306,-10.262671,7.801459,-8.02066,6.199997,-9.2647915,6.5800843,-4.6248302,4.4073906,-10.585927,3.4698384,-6.0172706,1.9030538,-9.469014,-2.5800574,-6.6099777,1.3170412,-5.659879,-3.1783493,-7.215727,-2.1822903,-3.760221,0.34282953,-2.3550484,-2.7376332,-5.0898576,-2.9056525,-4.547432,0.05894373,-0.81471276,-0.52466804,-2.7821844,-0.7110608,-0.25177908,-3.1952376,-3.285664,-0.8825674,-0.999492,-2.6039703,-3.6453722,-3.1359344,-0.6863718,-1.2664415,-0.7339878,-1.833824,-2.0311136,-2.6513631,-2.9755497,-2.841275,-0.6330777,-0.87545335,-0.53534335,-1.5890874
-48.019516,104.05987,-43.891556,45.473213,2.9001358,19.94648,0.3800178,14.598678,-9.779155,12.53468,-8.184686,4.5775814,-9.773039,11.79299,-7.9495873,4.0067573,-14.732487,0.16393533,-15.231881,1.4994802,-5.250296,4.8170004,-7.307834,-1.9726944,-9.498427,-2.8201559,-9.876756,0.6881938,-6.5180073,-5.2633176,-6.7240057,-1.9754825,-0.8761533,-1.7312833,-3.868512,-6.3687887,-8.355998,-2.6715167,-3.039206,-2.4403129,-4.0863924,1.3885304,-1.5851866,-3.0584087,-4.8728824,-4.1044602,-3.5999465,-2.6261904,0.0060724197,-3.2152536,-3.702724,-2.3313005,1.1704884,-0.14650778,1.4384876,-3.3242815,-3.496538,-2.399866,-2.1973174,-0.8329884,4.321807,3.8274655,2.4285936,1.0522499
-77.18597,117.28214,-9.716543,60.97107,9.342208,5.4497385,-16.501574,18.34543,-5.5469837,14.710058,-8.058276,11.82532,-6.942229,5.1883435,-7.901481,3.9568248,-6.062042,3.7252574,-9.826033,1.860683,1.3345522,-0.16272025,-13.294787,-5.9150195,-9.545897,0.76537585,-0.63594073,7.2851424,2.107437,-1.2227573,-8.15024,-4.648241,-5.8697453,-2.1275032,-0.34953216,-3.4728239,-3.0000272,-4.6685143,-3.9744265,-1.8571881,2.5593765,2.9182405,-0.19507034,-1.4503661,-2.1286008,-7.7656975,-6.3115172,-1.9188124,1.8518717,-4.4542413,-9.724801,-9.643796,3.7415001,7.23195,2.0751345,0.10894445,0.049146943,-3.108534,-4.576534,-2.802318,-1.6619729,0.96260756,2.9108546,2.5439246
-12.9923115,66.25054,-3.2350922,48.83477,4.8839707,29.654964,-3.2162435,19.679712,-5.576138,20.102934,-9.9389925,15.703561,-7.4761906,11.072319,-8.38957,6.3696218,-4.2679143,9.66425,-13.671739,4.4376307,-8.777633,2.3143976,-10.171401,1.7308539,-6.4838424,6.318911,-2.5403833,2.0780494,-3.6415403,7.028195,3.0363197,6.300065,-4.958339,-1.3155233,-2.5947187,0.42332813,-0.5170055,0.97843003,-3.1780174,-0.36534977,0.29253224,1.0251471,-3.5451283,-3.9633052,-3.8423884,-0.53302336,1.2799535,-1.8900265,-3.7709935,3.8195915,3.3605406,-3.639519,-5.8196697,-4.0427723,-1.1036386,-0.6933003,1.1923136,0.68322414,0.57634443,-0.7076478,-0.14442714,-0.56157136,-2.0357082,-2.013132
31.6666,96.62818,-68.694855,50.165768,-13.607129,21.474463,-6.915197,14.839847,-12.481872,13.090463,-10.179235,20.633354,1.7451092,8.337999,-15.450796,7.057281,-12.377177,1.7875527,-4.167144,-3.711259,-9.138225,2.0483298,-9.166108,-0.51396966,-5.3893924,1.5553676,-3.2288854,1.9395841,-5.4243903,1.209643,-0.4011528,-2.2270033,-5.648497,-3.8028786,-3.2010417,-3.572247,-3.460223,-1.8435389,-0.8865832,-2.1661277,-3.7395606,-2.2966151,-0.78373766,-2.110664,-0.43459892,0.73466873,-1.9243666,-4.1307364,-0.9427747,-0.7170976,-0.043482468,0.7922452,0.07161397,-2.9832075,-1.3332276,-2.315807,-2.2402647,-0.6983508,-0.5187786,-1.153367,0.44507036,-3.4722054,0.22438726,-2.711969
